"Wavelength (nm)","298805 %T (Unpolarized)","298805 OD (Unpolarized)"
"1093.50","5.70443E+01","0.24379"
"1094.00","7.36230E+01","0.13299"
"1094.50","5.93138E+01","0.22684"
"1095.00","4.50056E+01","0.34673"
"1095.50","3.02404E+01","0.51941"
"1096.00","1.54804E+01","0.81022"
"1096.50","1.11594E+01","0.95236"
"1097.00","6.83835E+00","1.16505"
"1097.50","5.29255E+00","1.27634"
"1098.00","3.74674E+00","1.42635"
"1098.50","3.04364E+00","1.51661"
"1099.00","2.34071E+00","1.63065"
"1099.50","1.96697E+00","1.70620"
"1100.00","1.59333E+00","1.79769"
